app_id,label,review_id,review_text
1772830,1,136616522,"It's the game you wish Umihara Kawase was.  If you like physics-based platforming, speedtech, bungee grappling hooks, or traditional fae folktales, this game will be right up your alley.  I had high hopes for this game, having kept an eye on its development over the years, and it has exceeded all of them."
1811990,1,136617382,The game is absolutely amazing i can barely stop playing it. Sure the game is difficult but that just makes it more fun.
1811990,1,136617399,Giving me the vibes of when I first started playing StS and Monster train. Like that good
1811990,1,136616548,"Bought this first day it came out, literally played it for 5 hours. As a roguelike addict this one stands out. People are saying it's imbalanced but honestly after 10+ runs I'm not sure I agree. It's hard yes but also rewarding, which isn't common enough in this genre imo."
1811990,1,136617243,This game is great its a fun new-ish take on the card based rouge lite! would recommend!
1811990,0,136616580,Balancing is an issue. Unless the intent was a Souls-like Deckbuilder.
1811990,1,136616411,"I highly recommend this game to anyone that loves Slay the Spire, Monster Train, Across the Obelisk or other roguelike deckbuilders. I would place this game on the same level as those games easily, and especially if they address some of the issues I mention below. The game overall is extremely polished. The combat is unique to the genre with dynamic positioning options, card selections and manipulation, and tons of emergent gameplay with the mechanics interactions. Lots of decision-making and thought involved in your play patterns. Really creative ways to pilot your units and give them synergy.I will echo what other reviewers mentioned though, which is that the runthroughs can feel really feast or famine. There are some issues:- Enemies that force 'Aimless' onto your allies or have Aimless themselves feel very unfair, forcing your units to attack into thorns or other detrimental effects or to possibly get sniped by enemies. I think like 50% of my runs ended to Aimless RNG.- No option to decline card additions or hero additions.- Starting heroes can be very very bad with not many ways to salvage them.- No ways to mitigate bad RNG--not enough removal options. Maybe put discovered charms in the shop at a higher cost (Slay the Spire does this with relics and its a nice touch). There are a lot of charms that feel completely useless.- Limited path branching means not as much agency with map nodes--would like to see that expanded to have more choices.I really hope they plan on making balance changes. The game is easily worth $20 regardless, though!"
1811990,1,136616532,"Summary of the negative reviews: \"Waah the hard card game is too difficult >:(\". To address the negative reviews seriously. They mostly complain about game balance, but the game offers a lot of powerful mechanics to the player, and challenges presented feel very reasonable, usually only requiring a shift in strategy to address. Think Slay the Spire, that game is brutally difficult and is beloved for it, this game is in the exact same vein. Yes it's hard, but it offers so many ways for the player to succeed. Clear example is the companion Yuki, you can easily buff him to have more than 30 attack (heck much more in my experience) simply by spamming frost, this is enough to kill most bosses in one hit. He's too squishy for a particular boss? Give him shields. Low on health? Recall him, the attack buff stays for the whole combat. Anyways my actual review is below.My experience playing this has been absolutely great. First of all I love to see a fully complete game being released, it's surprisingly uncommon these days. Past that the game oozes charm and is extremely fun to boot. I'll lay out some pros and cons, but generally if you like card roguelikes and the art you'll love this one.Pros- Absolutely charming art- Fun characters- Unique and interesting card roguelike format- Card effects feel varied and uniqueCons- Random leader selection is a fun idea but leaders often feel less powerful and unique as the companion cards"
1811990,0,136616472,"I really wanted to give this game a positive review, but in it's current state the balancing is absolutely abysmal. For positives the the visuals/music are amazing, and I love the character designs. Everything is just so bright and color, definitely stands out compared to the likes of Monster Train and Slay the Spire. Though in a game like this I feel gameplay is the most important part, and this game stumbles rather hard on that front. You either get an amazing combo within the first 1-2 areas or you die. It ramps up far to quickly most of the time, to the point where most strategies don't work because you can't wait to get the cards you need. Either the card works now or you die, with rarely any inbetween. Hell you can get an amazing combo and still die thanks to the enemies just hard countering your strategy. Have fun with that barrage build when the enemies have nothing but teeth. There are plenty of interesting ideas don't get me wrong, but there really needs to be some work with this. I'm sure they'll patch the game to make it better, so I recommend holding off until so."
1811990,1,136616456,Wildfrost isn't unfair. The deck building is tuff. Having a bad deck make's encounters feel impossible and unfair. After playing for a while you get foresight for the synergies of cards (there are tons of them with the charm system). The deck building is very fun. The battles are very fun. 9/10 get a bigger brain.
307950,1,136617400,"Great so far!  Micro transactions, sure, but this does not seem to be a \"buy to win\" so far.  Gives you a decent amount of operators to unlock right away, but seems like it will get pretty grindy after the first few.  I am 11 levels in on my account so far and this is super addicting."
307950,1,136616458,"Been playing since 2020, love it!just a really hard grind to unlock stuff"
307950,0,136617447,This game is hogwater.GigaYikes
307950,0,136615681,No OCE or SEA servers.Borderline unplayable with high ping due to poor net code.Consider adding More servers and polishing the game before adding tons of micro-transactions.Common greed ruining games with potential.Good luck. Hopefully the game will still have players long enough for them to iron out the issues.
307950,1,136616333,better than cod. but thats not saying much. think the hero shooter style of siege but the game play of the old ghost recon online game released over a decade ago. neat indie shooter.
2198070,1,136616168,"City Building + Board Game. Not perfectly balanced, but incredibly chill. If you want to play a card game like slay the spire but also build some towns, this game is the right one."
2354600,1,136616189,"I got to see the movie a couple days early (4/11) and jumped on this as soon as I learned about it! It's easy to pick up and I've gotten sucked in for a few hours already, nearly maxing out the available stats so far lol. There's a ton of tiny movie references folks will also snicker at once they see it, and I can't wait for the full version, I may even complete a full run without dying by then!"
1527950,1,136616806,"Its got Tactical turn based old school combat with a mix of Bannerlord sandboxing and mercenary building progress to it. Not too much for stories but you can be good, bad or in the middle in this game. i would hold off until the LAG problems go away though..."
1527950,0,136617144,"Bought this at full price a week ago, in light of it nearing full release. Imagine how bumfucked i feel seeing it go on sale upon release.I have learned a lesson once again. Never EVER buy early acces. :("
1527950,1,136616374,9/10         -Me
1091920,1,136616905,hai so i dont wite reviews but this game is very kewl so everybody should be purchasing becuz its fun and fun and little animals dey so tinyyy
1091920,1,136616171,Plantera + Podcast in the background = Perfect duo
2328760,0,136616752,"Step 1: Abandon your product, grab a bag of Epic money and make your existing playerbase wait 12 months for the privilege to pay for the same tables again.Step 2: Release on Steam, with everything costing MORE than it cost on Epic, for the same products.Step 3: Advertise all your reused assets as \"remastered tables\", even though they look the exact same and use the exact same assets, and the same dull lighting and the same camera angles.Step 4: Profit, because you don't care what fools buy on Steam anyway, you already have a bag full of Epic games millions."
2328760,0,136616125,"Downgrade compared to previous FX3.It barely keeps 60 fps on the steam deck on low settings, draining battery faster than AAA games like elden ring. 100% GPU usage in a pinball game... And you get visuals WORSE than in FX3, which works with very low TDP, rock solid stable.If you don't care about few new tables, stay away from this disaster and play FX3."
2372080,1,136617327,A first-person horror game with cartoony graphics where you will explore the world and solve puzzles.
1091920,1,136615846,👍
955200,1,136616773,Ebin :DDDDDDD
1913870,1,136619845,"Incredible party game!Great diversity in the track generation with a Collective of so many cool BiomesLove to hang out and just vibe in the camp, or make up folk games on the spotBeautiful music all round, from the subdued instrumentals in the camp to the intense racing soundtrackSuch lovely character creationScrump!AND it's free??"
1949030,0,136618650,"Finished both, the original game as well as this version. Have to say the only improvement is the graphics, all other changes are just fillers and unnecessary, if not to say, laughable horror scenes. The remake is much easier. I did not expect, that the same riddles would have been implimanted, but the whole \"New Orleans\"-part, took me an hour at most. When I played the 2008 version I have spent at least an hour at the safe alone.Now the thing that realy drives me mad about this game. When we arrive at the hospital, I was quite surprised to see Dr. Gygax had become a woman, I am sure there were a lot of female administration staff in hospitals back in the days. And that all the staff memebers had decided to wear very obvious red amlets.May I remember that this part of the game takes place in Switzerland? And then,  there is not even a German synchro for this game.And then there are these stupidly made emotion scenes.  The developers take your picture of Sherlock Holmes and Dr. Watson and throw it straight into the rubbish bin.Last Frogwares game I have bought, did not buy any of the new games already. But I did not expect them to fail the remake like this as well.2/10 but only because the game looks nice"
1949030,1,136618797,"If you've played the old Awakened game, I would still recommend you try this out. Not only does the remaster really pump up the ambiance with the new graphics and improve gameplay coming from the Sherlock Chapter One mechanics, the story, while overall still the same, is still different enough to make it seem brand new."
1772830,1,136617900,Space buy this game its rly good
1811990,1,136619509,It's nearly the same as Slay the Spire and Monster Train but with different art. Balancing might be a problem though. Sometimes I get a hero so broken I don't even need to think or synergize at all to win. Other times no matter how much you plan everything out you have already lost the run because of bad RNG and you just didn't know it yet. Getting familiar with the gameplay didn't seem to mattered much. Felt like it was 80% luck to win.
1811990,1,136619463,this game is already so much fun and has insane potential.  I agree with others though that its quite unbalanced.  Still had loads of fun though
1811990,1,136619307,"I've got all of 100 minutes into the game and so far it feels pretty good, I think monster train is the most apt comparison I  can make for it, and whereas people say the RNG is brutally punishing I'm either super lucky to have made it nearly to the end in 2-3 runs (or I didn't and I don't realize how long the game is...) overall I like how the game feels. But so far devs have done an excellent job on the game! It's a gorgeous game, and it's a good time, I want to see it do well because the Devs have clearly poured a lot of heart into this game, and it is truly excellent."
1811990,0,136619316,"As most people noted, absolutely great concept but it's ridiculously unbalanced... It's not so much fun knowing that regardless of your skill you are extremely likely to lose, even against regular fights... So for now I'd say this is barely a 5.5/10, but as soon as they properly balance the game it skyrockets into a 9/10"
1811990,1,136618999,ABSOLUTELY AMAZING GAME! Art is just Beautiful!I had the opportunity receive early access and have now have played over 30 hours!Only completing my first run after 15 hours but at no point did i feel disheartened and i enjoyed the challenge.Absolutely love the variety of factions and characters with enough different mechanics that each run feels different and constantly working towards achievable meta progression goals.Like most deckbuilders the mechanics at times can seem overwhelming but taking your time with turns definitely pays off.
1811990,1,136619069,"This game is amazing. it captures all the fun of exploring new strategies building decks and running up against new enemies that you have to figure out how to beat in an amazing style with it's great graphics, music, and sound design. lots of people seem to be unhappy with the balance of the game, saying there's too much RNG, but i disagree. if you build your deck in a good enough way (which takes some trial and error) then you'll be able to deal with anything the game will throw at you."
1811990,1,136619144,I've played a few runs of this game now and really starting to enjoy it!
