app_id,label,review_id,review_text
1934040,0,136560973,"[h1]Sum-Up[/h1] [h3]In-depth analysis further down.[/h3]  [table] [tr] [th]🟩 [b]Pros[/b][/th] [th]🟥 [b]Cons[/b][/th] [/tr] [tr] [td] - Cute minimalist aesthetics, that are well-suited for the worldbuilding style the game aims to set.  - Decent variety of items to make your base functional and shiny. [/td] [td] - Lack of any objective to complete whatsoever, without enough diversity of activities to make the gameplay interesting in the long run.  - Shallow, repetitive combat system that is a kiting game, a trade of blows without depth or any mechanical variety.  - Resource / durability economy issues: some are too plentiful, others too scarce or, in case of tools, break too fast compared to resource drop rates. No repair system.  - There are no bosses, random special encounters or anything else that makes exploration exciting after seeing biomes for the first time.  - Trading and trader reputation systems are a redundant gimmick that you won’t need at any point, and won’t create interesting opportunities at any point.  [/td] [/tr] [/table]  [table] [tr] [th]🟨 [b]Bugs & Issues[/b][/th] [th]🔧 [b]Specs[/b][/th] [/tr] [tr] [td] - Both you and enemies can hit through walls / solid objects in certain cases. - Rarely, sprinklers don’t water crops correctly. - Visual glitches where tiles connect with each other, at times. [/td] [td] - 3900X - 2080Ti - 32GB RAM - SSD - 1440p [/td] [/tr] [/table]  [table] [tr] [td][b]Content & Replay Value:[/b][/td] [td]There isn’t a definite end; the content value is determined by how much time you want to put in it. That being said, it took me around 8 hours to get a solid base going and acquire high tier gear / craft most things on Hard difficulty. There’s no reason to replay or start a new run..[/td] [/tr] [tr] [td][b]Is it worth buying?[/b][/td] [td]No. The price of 10€ is fair enough for the content provided, however this experience as a whole is too generic and shallow to be worth your time… especially considering the amount, and variety, of similar (better, deeper) games of this type already on the market.[/td] [/tr] [tr] [td][h3]Verdict: Mediocre[/h3] [url=https://steamcommunity.com/sharedfiles/filedetails/?id=2548409603]Rating Chart Here[/url][/td] [td]A passably-executed open-world survival that, however, doesn’t manage to create its own identity, and doesn’t deliver any feature good enough to escape redundancy.[/td] [/tr] [/table]  [quote]Follow our Curator page, [url=https://store.steampowered.com/curator/41449676/]Summit Reviews[/url], to see more high-quality reviews regularly.[/quote]  https://steamcommunity.com/sharedfiles/filedetails/?id=2960459777  [h1]In-Depth[/h1] [h3]Setting & Writing[/h3] Without much preamble, your non-customizable character is dropped onto a tiny speck of land in the middle of the sea. Soon you notice the ability of creating more squares of terrain around you, and do so to expand the world map itself. There’s no story or lore to speak of, other than you have to survive in the wilderness by any means necessary, as the night is dangerous, while the day is peaceful.   As much as sandbox games can be far from being story-oriented, the complete absence of any narrative element is a strong malus when there isn’t enough variety to compensate for it. The world itself is composed of tiles belonging to various biomes, each has a colorful and vibrant palette, but also feels static; there are no changes in the weather, and no interactions between confining climates or between animals, monsters and plants. Like a diorama with a few moving parts.  [h3]Exploration & Secrets[/h3] You’ll explore the world you yourself create on foot, or later on via mounted animals. Speaking of expansion, each new day will have you choose some “cards” belonging to different biomes, to then place them as tiles to expand the map. Each climate has different animals and resources, so varying the composition is fundamental to access all materials for crafting.   The sense of discovery typical of an open-world survival is largely lost and washed-out, as even after many days the explorable world, including the underground level and the “enchanted dimension”, all matching in size, will still be small in size. You won’t even need a map for orienteering, and there isn’t one. As you roam these tiny expanses, you won’t witness interesting random events, rare spawns or other points of interest spawning at any point. The best you’ll get are goblin traders that you can shelter and house in your base, or animals to kill or capture and breed. The interest wanes after only a couple of hours, as you’ll have seen everything by then.  https://steamcommunity.com/sharedfiles/filedetails/?id=2960459835  [h3]Combat System[/h3] At night, monsters will spawn on any non-player made tile. The inside of your (hopefully) walled base is safe, but outside the hordes are relentless. Enemies vary per biome: for instance the ice biome will have evil snowmen, the underground caves have explosive spiders, and the enchanted dimension have floating, energy-shooting abominations. The way to defeat each foe  is always the same: kite them in a circle and keep slashing in melee, or wait between shooting patterns for ranged enemies. All of them have one attack pattern and follow mostly the same archetype, with minimal variations.  Your choice of weapons is limited to swords, throwing spears or, if you grind trader reputation enough, slings. Each of them has a single attack, with the sling capable of flinging various crystals and bombs as an exception. Enemies become repetitive and stale not after long, while the combat system simply doesn’t have the depth to keep being engaging. No armors, accessories, upgrades, unique weapons and so on are present at any point. Blocking? Parry? Dodge? Anything? Nah, forget it. Minecraft’s combat system is Dark Souls in comparison to Miniland Adventures.  [h3]Crafting & Base Building[/h3] You’ll use four main workbenches to get anything done, from flooring to utility buildings, weapons and furniture. The crafting system is the typical one of any open-world survival, requiring you to have a certain amount of basic and processed materials to make a finished product.   There’s no further elaboration or novelty to it. The economy is kinda broken, to the point I never used anything else than stone tools and Ruby (like Minecraft’s diamond) swords, as metal tools lasted too short compared to the effort to grind the materials to make new ones. Expect to take some time to have a spacious base with all the bells and whistles, even if most craftables are purely decorative or gimmicky - you won’t need them, unless you want to upgrade trader reputation by placing them in their rooms, which isn’t worth it anyway.  https://steamcommunity.com/sharedfiles/filedetails/?id=2960460780  [h3]Trading & Farming[/h3] Traders offer wares locked behind reputation tiers, gained by furnishing their rooms in specific ways. Some of these items can’t be obtained in any other way, however none of them is really worth the effort. The system exists and is even a decent concept, but has no incentive to be used.   Farming works in a classic way: plant crops, water them daily or use an automated sprinkler, reap the fully-grown produce and repeat. Of course, some plants may only grow in certain soils or biomes, while animals won’t need care but eat specific vegetables to breed and have more to harvest, like sheep for wool to make an example."
2349990,1,136559985,"Really nice game, great story and Graphics."
1949030,1,136559936,"An excellently crafted remake which is well worth your time.Pros:- Intriguing story which will push you to play until you solve the case.- Well-written characters and dialogues, accompanied by superb voice acting. - Beautifully designed and diverse locations which you'll enjoy exploring.- Excellent atmosphere.Cons:- Semi-open areas feel empty regarding gameplay, as they only serve as a stage for the actual locations you need to visit.- Facial animations are not up to modern standards.- There are no real challenges or puzzles, as everything is streamlined, and you will barely have any trouble solving puzzles and combining clues."
2349550,1,136560296,My word was Proud.Glad another game from The Test Series was released. I  recommend playing this game and The Test: Secrets of the Soul; if you haven't already. I can't wait for more to come!
2166050,1,136559684,A really well designed little puzzle platformer. Great level ideas without repetition or any mechanic overstaying it's welcome. Lovely pixel art and pleasant tunes too!
1949030,0,136559763,"No, it's still not on the level of Crimes and Punishments. It appears Frogwares just doesnt effin get it. We want the games to be more like C&P NOT what came after it. The design mistakes of The Sinking City and Chapter One are still present though they seemed to have realized the eavesdropping and combat sucked so they have been removed. Once again, you are asked to make choices on guesswork since they could really go either way, things will not be visible because you werent on the right viewmode or were not highlighting the the right clue. Yes, the silly pinning mechanic is still here, and the game wants to be a sequel to Chapter One, constantly referencing it. Chapter One was a mistake that should be forgotten, not referenced multiple times within the first minutes. You already have a foundation to build on, it's called Crimes and Punishments. The mind map has been simplified yet again, and in a more frustrating way that tells you what kind of clues to select and how many, in a much less intuitive or interesting way than select posibilities enabling a logic train of thought like the one in C&P and TDD. The new Mind Map is also ripe for frustration and bruteforcing as you will frequently know what the answer is, just not what evidence it wants as the chain of thought that leads to it (a common problem of detective games), or you know onlt the logic train to an answer and it comes out of Sherlock's ass since the player could not have pieced the finan deduction from the clues. I'm supposed to BE Sherlock, not WATCH and nudge Sherlock. This is not a Watson game.Also, in that respect, the Imagination mechanic still solves the whole thing for you. You play a game of ordering very vague but still chronologically simple to follow events, but then Sherlock fills in all the blanks sometimes with plenty of information you didnt glean at all or couldnt be sure of. The character does the detective work instead of the player who gets to play a minigame and watch. Yaaaay. And once again, side cases either dont get a mind map at all or get an even more simplified one.Oh, and in a cruel twist of UX, the archive is now accesed by looking at clues. I bet many returning players will try to access it by frantically pacing around the two inches of 221B you can move through repeatedly befroe realizing that. I'm beginning to think the game lacked playtesting.I'll probably finish it as I'm out of other games but if you were hoping for a return to form, sorry, no. It seems whomever is in charge now plain and simply doesnt get the appeal of the best detective game they made, and has no interest in building on it. They like what I consider to be their worse games too much and will continue on the path they laid foward in them. Shame. Chapter One was a mistake and they are happy to keep making it. Fire whomever is in charge of CO and this pseudo remake and get the people in charge of C&P back on board for the next one.P.S: Credit where credit is due, the game is really well optimized and while the animations are lacking, the character models for Sherlock and John are great."
1949030,1,136559848,"This year has been a great period for horror game remakes between Dead Space and RE4, and now even Frogwares seems to be getting on board that train. If you aren't familiar with the older games in this series (like the one this is a remake of), you should know that despite this sharing a lot of the DNA of Chapter One, it isn't an open world game. There are a few small hub areas with occasional small diversions, and if you get the side quest dlc there's some side stuff to do throughout the first half of the game, but for the most part it's more like a traditional point-and-click adventure game campaign (which I consider a substantial plus, considering how poorly their attempts at open world games went). It's adjusted to be less inventory focused in favor of more of the modern investigation gameplay, but the main campaign is essentially one big \"case\", and it took me around 11 hours to get through everything. Its adherence to the original material comes as a slight detriment in some parts, because the pacing around the middle of the game was kind of a mess back then and to some extent it still is here, but a lot has been done to tidy things up and smooth over the rough edges. The writing is all around improved, the tone is more consistent across the board, and the story and puzzles have been changed up for the better. And compared to Chapter One, it's honestly just really nice to have Watson back again; I went into their previous game with an open mind towards Jon, but he just didn't have half the chemistry that these two have. There aren't any of Chapter One's unsolvable \"no right answer\" choices, and you never have to gun down a room full of enemies! It's just a fun game all around for mystery fans, and while it's not enough that I don't still miss the Crimes & Punishments style of gameplay and deduction, it's a level of compromise I'm happy to work with.The original Sherlock Holmes: The Awakened was always a fairly substantial departure from what was normal for this series, injecting all sorts of horror and mysticism into the otherwise fairly grounded universe and then daring you to call it non-canon by bolting itself to the timeline with a single key plot element. I thought for sure that this would end up being more of a reimagining than a remake as a result, with it seeming to position itself as an official sequel to Chapter One, but it doesn't -- if anything, it gets even weirder at some moments, and I wouldn't have it any other way."
1949030,1,136559933,"Really good remaster for the classic Sherlock Holmes: The Awakened. It follows the same story as the original, which is one of the key advantages in the original, but there are many different new side quests, and the areas are larger so they can be explored better."
2060670,0,136560732,"It starts off promising enough, but having played the full release, I just don't know why you would play this over almost any other competent release in the new genre.The graphics are neat, and there are a lot of interesting things presented - talents on level up that unlock a new set of talents, choosing your starting basic weapon, the watering thing is neat and the building stuff seems interesting. The problem is, you don't get to interact with it at all. You choose from 4 options on level up, and that includes \"potions\" which are basically temporary buffs. The pool of talents is MASSIVE, and not weighted (as far as I can see). You get 2 rerolls per floor, which amounts to about 8 rerolls per run, which is basically useless for actually trying to do \"a build\". If you choose one of those \"class\" talents that unlock more options (mechanic, ki, etc.) it gets even worse.Basically all the choices are worthless because, like all these genre of games, you need synergy and multiplicative power to survive, which means just take the most basic, passive stat upgrades, and the basic fish summon skills, and do the same thing every run because everything else requires a staggering amount of luck in your favor to see work. You can experiment on the lowest tier difficulty a bit but even then you'll often just run into not killing stuff fast enough which means less xp which means less leveling which means killing stuff slower which means spending 5 minutes after the end of the level timer dodging endlessly while you whittle away the hp of the boss (or you could go onward and forsake even more xp). Oh also you obviously get WAY less rewards at the basic tier. Also unlocking higher tiers requires beating the previous tier, which means doing incrementally less forgiving runs over and over using the same builds over and over because anything else could mean wasting 15-20 minutes of your time and not knowing it until the choices keep failing to happen.There is a fun game hidden here behind the insane lack of meaningful choices presented to the player. If the level up options were like, 8 choices instead of 4, it would STILL be more RNG than most of these games, but it might be more friendly to try out other builds. There's just no reason to recommend this because it's closer to playing a tedious slot machine than a bullet heaven."
2156300,1,136560024,"They clearly said Unscripted was going to different from their other game.  And it is.  It has more depth,  more characterization, more backstory, more interactions. Your MC has to actually work at developing a relationship with a female character  that wants more out of life. It's not a ridiculously stupid AVN,  which is the typical  visual novel genre,  but the audience for those stories are immature frat-boys or really damaged misogynists. It took just about two hour to play through the story,  and the price might be a little steep for the one chapter,  but if we're getting additional chapters later on,  it'll be worth the investment. The art is good and the dialogue writing is well developed as well."
