app_id,label,review_id,review_text
1967310,0,136567436,"I gotta give the dev props for creating one of the most random experiences on steam. That being said, the game is so ridiculously unoptimized that I couldn't even play the tutorial level. The basic gameplay is some kind of parkour style runner...I think? I honestly have no idea what's going on in this game at all.  https://youtu.be/w9OShDOLmFM"
1919720,0,136567857,"The bare bones of a fantastic game are here, but nothing else.  Very few characters.  Very few weapons.  No weapon evolutions.  They removed this from \"early access\" with no update, and have yet to respond to those looking for an answer as to \"why?\".  Last update was over a month ago.  Save your money."
1118110,0,136568332,"WARNING: BE VERY CAREFUL WITH THIS PRODUCT  so aside from the god awful vehicle physics and dreadful sound i have one big question for the devs that im betting they wont be answering, what happened to all the trains and facecutting machines that you showed us all the pictures and videos of?"
2008820,1,136568330,super meat boy lookin ass also why do i have to press 2 buttons at the same time to dash and jump at the same time? i hate it
2109430,1,136568068,"Whilst not the longest game, Tron Identity is compelling from start-to-finish. I never felt choices were forced on the player, and most (if not all) felt very much in character with the bios presented to the player. If you're a fan of visual novels this will be exactly what you're expecting, and if you're a fan of anything Tron this will definitely scratch the itch. It provides some new lore for the universe, and gives players the immersion into the universe that movies and traditional media cannot through the lack of agency.Definitely recommend for a few hours more in the universe of Tron."
2109430,0,136562967,This game is designed for PSP.
2109430,1,136568003,I fight for the users.
1772830,1,136569414,"TLDR: I highly recommend Rusted Moss.************************************I was one of the games playtesters and was fortunate to see the game grow over its development cycle. I have completed the game several times, and currently working through a play through of the release version. Even though my current hours on the release build are low, I am writing with the benefit of knowing what is coming from playing it first hand during tests.Rusted Moss takes the standard metroidvania with double jumps and replaces it with a challenging but extremely satisfying grappling hook. Some people might find the grapple a challenge at first, but I found as I played more I was able to improve my skill quickly. And once you do.... wow this game really opens up. The satisfaction of landing a sick grappling sequence, or \"breaking\" the game in ways that while intended, allow for a high level of creativity in how you approach the game. Once the game 'clicks', you feel like Spider-Man swinging around as he pleases. The game also has optional climb challenges for those who stray off the beaten path that push the limits of the grappling hook even further. The grapple challenges alone would have justified my purchase as they are extremely fun and allow you to attempt to improve your time, pushing you to be better and better. However, the grapple isn't the only element of the game, and to ignore the other elements would be a mistake as they are also excellent.The gunplay is tight and satisfying, and playing with mouse and keyboard allows for precise aiming giving me a sense of complete control of my character. When I make a mistake I know it was an execution issue on my end, not a cheap trick from the game. Save points are abundant, which allows you to experiment and go for challenges that otherwise might have seemed too risky. Boss fights have always been the thing I look forward to the most in metroidvanias and Rusted Moss does not disappoint on this front.  I especially love when the grappling hook is integrated into the fight itself as it adds a new element that I have not experienced before this.The story is an interesting take with morally ambiguous characters, fighting for their lives in a war between the Fae and Humans. With talk of prophecies, secrets, traitors, and double agents, I was fully invested into the story and wanted to progress to find out what would happen next. The music of the game adds to the atmosphere beautifully, immersing me further and further into the game. Going from making me feel transported into the world, to being hyped during a boss fight, or even scared and uneasy in an optional zone that become my instant favourite.If you are a fan of the metroidvania genre, Rusted Moss is a fresh take with a lot of fun challenges and upgrades to explore. I highly recommend the game, especially to those who ‘click’ with the grappling hook as it opens up the world in a way that I found exciting."
2156300,1,136567898,"1. Realistic situations2. Realistic Dialogues 3. Realistic and astounding quality rendersI just like how realistic in this game everything is, also it somehow boosted my confidence for approaching girls lol"
1498040,0,136568791,Obtuse for no reason other than to be obtuse.  A frustrating mess.
1811990,1,136569265,"Cute artstyle aside, Wildfrost is a very well put together experience and it's NOT EA!nowdays is a rare sight to buy a finished game at launch day, tho i still hope more content will be added.my latest clear team was too powerful i fear i might not be able to beat them anytime soon hahahaha A must buy for roguelike fans."
2216700,1,136568695,i actually remember seeing the developer on TikTok just last year im excited to see the game finally being released.well im looking forward to facing the challenges and hopefully completing it
1811990,1,136568995,"It's charming, challenging and very very fun. Deckbuilding done right. 10/10"
1811990,1,136569382,"Difficult, but enjoyable (so far)."
1811990,1,136568300,"Played the demo, fall in love with it. Played only a bit of base game (gonna play more when I have free time), but I right now can say this will be the game I play for coming weeks."
1811990,1,136568431,"Really nicely designed game. Feels very rogue-ey, lots of difficulty spikes and many runs needed to get deep but fun."
1811990,1,136568525,big berry my love
1811990,1,136568174,"Needs to play more of the game, but just wanna drop a positive impression to help with the review score.I love everything about this game ever since the demo, the charming as heck artstyle, the music, the depth of all play with your allies, clunker, charms, etc., that adds to the synergy.Two of my favorite deckbuilders are Slay the Spire and Vault of the Void, and I have a good feeling that Wildfrost will end up close to those two. If you love roguelite deckbuilders, this game is a no brainer."
1811990,0,136567852,"It's a neat alternative to Slay The Spire...but holy shit Poison is such a horrible mechanic and healing in this game is absurdly rare outside of your first run so you better make it count. I've had more than 10 runs in this game so far and pretty much all my deaths have been due to \"well the starting deck is dogshit so i guess i'm dying on the second fight again\"\""
1811990,1,136567848,"I already played the demo for a while and I was really, really looking forward to this game.I'm hooked on deckbuilding roguelikes ever since StP and this is one of the best I've ever played.The artstyle and the animations are gorgeous, the spins and turns on the ageing deckbuilding genre are refreshing and I can really recommend this game to anyone who has ever played a deckbuilding game and thought \"well, this is fun!\"10/10 definitely my indie game of the year so far."
307950,1,136569512,"Играю в Калибр год, за это время разрабы постоянно улучшают игру и добавляют новый контент. Классные оперативники, классные скины на них, как милитари-задрот очень оценил реалистичную снарягу и внимание к деталям. Режимы есть и для любителей понагибать в ПвП, и для любителей в коопе убивать ботов. Сейчас добавляют всё больше сюжета, новые катсцены вообще огонь.В общем, разрабам удачи, огонь, что теперь можно играть и в стиме, пацаны ваще ребята"
307950,1,136569188,"All hail NA servers! From 180 ping to 60, love it.Give it a chance, it's a grind but a fun and well worth one."
307950,1,136569393,enjoying it so far. in canada. no latency issues. game runs butter on my 1660 ti
307950,0,136569128,"I'd rather play Warface then this. Horrible design Choices: 1. The Hud is a cluster fuck 2. You have a picture as a Scope (???) 3. Unlocking Operators takes forever 4. You respawn with the same amount of ammo you had before dying (???) 5. Ammo Boxes have a 5 minute cooldown 6. You only have 3 mags and it takes almost a full one to kill someone 7. You can only use your grenade/rpg once a match 8. Pretty much pay2win with the operators since you can just buy them, one has a one shot sniper 9. Horrible voice acting 10. You cant preview any Items 11. You can only pick 1 Item from a Lootbox and Finally 12. Bad Optimisation, i get more fps playing MW 2022."
307950,1,136568966,"I have been playing this game since OBT and enjoying it ever since. The game is dynamic, has various game modes (with Frontline being my favorite) and has a great variety of operators. While being free, it doesn't feel like a pay-to-win thing. I'm glad that it's finally on Steam so there's no need to use the separate launcher. All the best to the devs, you're going a great job!"
307950,1,136568944,Nice game!Loads of different characters with cool customization
307950,1,136568749,"I`ve been playing Caliber since its Beta through their own launcher. Now it`s on Steam with tons of content for new players (lucky guys) and what is more important - with new game mechanics, game modes and more. It`s not only free-to-play game, but it`s free indeed, you can play and grind, all operators can be purchased for in-game credits which are gained through playing (except the newest operators from the last battle pass, which is fine, as they become available for credits). The game process is fun, so cool to gather with friends and spend some time here. But you have to learn the mecanics, study base principles and operators perks. Glad that Caliber released on Steam to get new players and expand its community. Good luck to the team and players!"
307950,1,136568878,Fun so far
307950,1,136568674,"A week ago I was diagnosed with a terminal illness and the doctors have given me a year at best. I was waiting for this game for quite some time, so i'm glad I was able to play this before I go. I don't know how many people will see this; but I recommend to you to play this game if you do see it. Gameplay, atmosphere, graphics. everything was done perfectly. If you read it, thank you and good bye."
307950,1,136568469,A wonderful guaranteed game worth playing. Much better and more beautiful than CS:GO or other games.
1934040,1,136571691,A decent start Pros1.graphics are amazing2.dev listens to feedback3.build your own world to your vision 4.racoonsCons1.buggy 2.not a ton of content yet3.combat feels very clunky as of now Verdict. 7.5 rating
1949030,1,136570876,"I love all the Frogwares Sherlock games! And one combined with Cthulhu is even better. I love the atmosphere and had not a single issue streaming it, so it is well balanced (no bug or crash for me).And my picture made it into the game, what an honour (kickstarter). :D Can only recommend this game!"
2109430,1,136570789,"Channels the Tron aesthetic through and through, story is good and encourages multiple playthroughs. Puzzles are fun, smart and just difficult enough.Highly recommend!"
2109430,1,136571169,Not badly writtenShort and sweetBut it’s a tron!Tron lives!
2109430,1,136571936,"Great writing, music and really strong visual presentation"
